customer_id,age,income,city_tier,spend_fmcg,spend_electronics,spend_entertainment,pref_brand,fitness,family_oriented,tech_savvy,eco_friendly
C00218,26,66679,1,68.7,54.1,53.9,1,0,0,0,0
C00219,19,21557,3,52.6,11.1,33.3,3,1,1,0,0
C00220,62,70736,2,55.2,37.6,31.6,3,0,1,0,0
C00221,31,15000,2,26.3,44.0,41.8,3,0,0,1,0
C00222,32,37465,2,31.1,33.2,36.3,3,1,1,0,0
C00223,50,84141,2,68.2,63.0,25.5,4,1,1,0,0
C00224,29,28693,3,49.4,46.9,32.3,5,0,0,0,0
C00225,35,36175,2,36.3,36.3,16.7,5,1,1,0,1
C00226,51,24738,3,43.1,60.8,32.8,5,0,0,0,0
C00227,45,81349,1,73.0,62.9,67.2,2,0,1,0,0
C00228,48,60576,2,59.0,47.7,56.7,4,0,1,0,0
C00229,18,72993,2,23.0,28.4,51.2,1,1,1,1,1
C00230,39,87771,1,75.1,59.5,64.2,5,0,1,0,1
C00231,40,69204,1,78.7,34.6,65.2,2,0,0,0,0
C00232,47,59838,2,42.7,39.4,37.6,2,0,0,1,0
C00233,25,20635,3,27.1,24.2,32.2,2,0,1,1,0
C00234,25,37083,2,60.8,35.1,33.0,5,1,1,0,0
C00235,53,15000,3,52.1,43.9,30.8,3,0,1,0,0
C00236,49,15217,3,23.1,10.2,57.5,2,0,0,0,0
C00237,56,38794,2,41.5,21.0,30.0,5,1,0,0,0
C00238,30,17638,3,91.9,32.4,39.1,4,0,1,1,0
C00239,64,86264,1,86.5,53.1,68.6,4,0,1,0,0
C00240,30,56011,1,74.5,88.9,55.1,5,0,0,0,0
C00241,48,15000,3,29.9,35.9,49.2,5,1,0,0,0
C00242,25,18475,3,71.6,29.4,22.4,2,0,1,0,1
C00243,61,70562,1,70.1,44.4,61.7,3,0,1,1,0
C00244,33,42431,2,66.1,32.0,40.4,5,0,0,0,0
C00245,55,68994,2,48.7,36.8,35.2,3,0,1,1,0
C00246,33,21165,3,63.8,35.3,40.6,1,1,0,0,0
C00247,55,61011,2,32.3,41.7,31.6,5,1,0,0,0
C00248,39,49762,2,47.4,46.3,57.4,1,0,0,1,0
C00249,20,49471,2,49.3,50.2,27.0,3,0,1,1,1
C00250,26,39557,2,65.7,30.5,67.3,1,0,0,0,1
C00251,50,49265,2,49.8,16.4,49.9,4,1,1,0,0
C00252,27,20218,3,35.6,59.1,45.0,2,1,1,0,0
C00253,30,52125,2,46.0,45.8,22.5,2,0,0,0,1
C00254,43,75275,1,52.4,65.2,77.8,2,0,0,1,0
C00255,29,61107,1,39.0,80.7,58.4,5,0,0,0,0
C00256,24,31199,3,57.5,56.0,9.6,2,1,1,0,0
C00257,47,27667,3,39.4,65.9,18.1,1,0,0,1,0
C00258,50,71038,1,74.2,73.9,27.2,5,0,1,0,0
C00259,52,82909,1,82.6,45.2,94.6,4,0,0,0,0
C00260,62,48952,2,66.0,21.9,28.8,1,0,0,1,0
C00261,23,62648,1,61.7,44.4,40.0,3,0,0,1,0
C00262,38,25440,3,73.9,35.0,24.4,5,0,1,0,1
C00263,28,42237,2,52.5,45.1,29.5,5,1,1,0,1
C00264,60,61101,1,77.8,41.0,52.0,3,0,0,0,0
C00265,43,15000,3,48.6,43.7,41.1,1,0,0,0,1
C00266,22,72827,1,85.8,76.7,58.6,2,0,0,0,0
C00267,50,57087,2,59.3,21.0,29.0,5,0,0,0,1
C00268,20,66106,1,64.6,61.4,44.6,1,0,1,0,0
C00269,30,130414,1,68.5,75.3,81.7,5,0,0,0,0
C00270,51,97713,1,87.9,66.0,53.0,1,1,0,0,0
C00271,41,106086,1,73.4,54.3,42.4,5,1,0,0,0
C00272,53,95904,1,66.7,31.1,48.2,1,0,1,0,0
C00273,44,117057,1,86.1,84.4,71.1,5,1,1,0,0
C00274,57,40162,2,61.6,45.8,32.8,1,1,0,1,0
C00275,44,17990,2,34.7,22.4,51.3,1,1,1,0,0
C00276,20,44423,2,38.0,34.6,33.4,3,0,0,0,0
C00277,21,56977,2,25.8,30.4,0.0,4,1,0,0,0
C00278,54,51893,2,55.6,0.0,45.7,4,0,0,0,1
C00279,19,26721,3,41.3,34.8,29.5,1,1,1,0,1
C00280,35,33255,3,15.5,26.5,31.7,1,1,0,0,0
C00281,18,87641,1,72.5,52.3,53.1,5,1,0,0,0
C00282,32,95978,1,67.5,49.3,68.9,5,1,0,0,0
C00283,45,61208,1,70.2,61.5,81.8,5,0,0,0,1
C00284,26,58092,1,66.0,57.5,36.0,3,0,0,1,0
C00285,39,70176,2,39.4,45.0,39.4,1,1,0,0,1
C00286,64,51261,2,74.8,47.4,27.8,2,0,1,0,0
C00287,21,67535,1,73.6,34.6,56.5,4,0,1,0,0
C00288,20,42232,2,55.8,46.8,23.0,1,0,1,0,1
C00289,30,41885,2,36.9,44.2,27.5,5,0,0,1,0
C00290,56,65820,1,56.8,60.6,59.7,5,0,1,1,0
C00291,37,16980,3,23.2,3.6,38.5,5,1,0,0,1
C00292,48,49991,1,81.0,78.0,62.1,2,0,0,0,0
C00293,19,23781,3,26.9,63.8,49.7,5,1,0,1,0
C00294,52,68141,1,65.6,48.8,42.4,2,1,0,0,0
C00295,21,31919,3,63.8,18.8,35.9,2,0,1,0,0
C00296,51,26831,3,35.8,58.2,38.1,2,0,1,0,1
C00297,24,26658,3,55.8,29.6,43.8,5,0,1,0,0
C00298,58,20355,3,67.8,48.0,37.9,1,1,1,1,0
C00299,31,24243,3,44.6,20.8,13.3,4,0,0,1,0
C00300,26,54512,2,59.9,73.4,48.1,2,1,1,1,0
C00301,33,29476,3,53.0,18.4,36.4,2,0,1,1,0
C00302,18,78122,1,89.2,59.2,42.5,2,1,0,0,0
C00303,25,63489,2,56.3,8.2,30.1,1,0,0,1,0
C00304,46,50099,2,72.6,39.4,13.1,5,0,0,0,0
C00305,32,29955,3,35.4,33.6,7.7,5,1,1,1,1
C00306,34,43876,2,30.6,57.1,23.7,2,0,1,0,0
C00307,55,27342,2,29.7,33.6,41.2,2,0,0,0,0
C00308,23,53354,2,59.9,57.1,50.6,5,0,0,0,0
C00309,36,59066,2,61.9,24.6,38.6,1,1,0,0,0
C00310,26,91506,1,70.1,91.6,48.8,1,1,1,0,0
C00311,40,55277,2,13.0,36.1,25.6,1,0,0,1,0
C00312,33,45642,2,34.9,47.4,51.3,1,1,1,0,0
C00313,20,63865,1,68.2,76.0,59.8,2,0,1,0,1
C00314,21,56896,2,44.0,50.8,60.2,2,0,0,0,1
C00315,58,55330,2,47.7,44.0,57.5,5,1,0,0,0
C00316,20,42988,2,37.1,49.9,60.6,5,1,0,0,0
C00317,54,63867,2,60.2,26.5,39.6,4,1,1,0,1
C00318,61,38964,2,50.1,45.8,30.9,3,1,0,0,0
C00319,39,42705,2,53.8,64.1,39.3,2,0,0,0,1
C00320,32,35227,3,47.4,14.8,45.9,2,0,0,1,1
C00321,54,30428,3,52.9,47.3,27.2,2,0,1,1,0
C00322,64,45524,2,51.9,50.2,21.8,1,0,1,0,0
C00323,23,53592,2,31.1,61.9,31.6,5,0,0,1,0
C00324,63,51934,2,50.6,50.9,25.7,1,0,1,1,0
C00325,62,15000,3,56.9,41.5,49.9,1,1,0,1,0
C00326,24,38669,2,62.3,46.5,27.6,1,1,0,0,0
C00327,20,24682,3,51.2,29.0,36.1,2,0,0,0,0
C00328,51,45542,2,30.5,34.2,46.8,1,0,0,0,0
C00329,21,53088,2,32.8,20.0,50.4,4,1,0,0,1
C00330,46,64118,2,38.5,62.3,37.5,2,0,1,0,0
C00331,21,22990,3,47.8,46.8,39.6,5,0,1,0,0
C00332,50,58846,1,92.9,62.3,68.1,2,0,1,0,0
C00333,28,54060,2,28.1,44.1,47.3,1,0,1,1,0
C00334,22,22958,3,28.1,57.4,50.2,5,0,0,0,0
C00335,21,76878,1,71.5,61.3,47.8,3,1,1,0,0
C00336,26,46352,2,0.0,26.1,56.2,5,0,1,1,0
C00337,43,124836,1,63.6,27.7,65.7,4,0,1,1,1
C00338,21,15000,3,79.8,45.9,42.1,2,1,0,0,0
C00339,55,72233,1,93.1,61.2,37.0,3,0,1,1,1
C00340,46,24976,3,30.3,49.3,34.3,4,1,0,1,1
C00341,31,64377,1,87.9,41.3,44.0,4,0,1,1,0
C00342,64,30623,3,23.0,56.7,23.1,5,1,1,0,0
C00343,48,30082,3,25.3,66.2,41.3,5,1,0,1,0
C00344,49,49403,2,27.0,58.5,31.6,2,1,1,0,1
C00345,26,23308,3,41.6,66.2,19.3,2,1,1,0,0
C00346,51,24300,3,42.3,60.7,22.6,3,1,1,0,0
C00347,44,24345,3,48.8,62.0,19.5,2,1,0,0,0
C00348,64,49020,2,54.9,39.4,28.7,3,1,0,0,0
C00349,40,47650,2,39.9,20.7,40.8,2,0,0,0,0
C00350,49,85048,1,72.3,53.2,44.9,3,0,0,0,1
C00351,34,59415,2,28.6,40.9,46.7,3,0,1,1,0
C00352,19,55394,1,82.5,65.7,79.9,5,0,1,1,0
C00353,24,36866,2,22.5,31.7,31.5,5,0,1,0,0
C00354,58,28143,2,54.7,54.5,35.2,1,1,1,0,0
C00355,52,60829,2,39.9,3.3,51.7,1,1,1,0,0
C00356,35,53129,2,16.9,33.8,18.5,4,0,1,0,0
C00357,50,28157,3,44.1,38.5,54.9,4,1,0,0,0
C00358,18,16065,3,26.3,46.9,46.5,1,0,0,1,0
C00359,19,72311,2,69.9,56.1,34.7,2,0,1,1,0
C00360,41,42389,2,36.3,23.6,49.2,3,0,0,0,0
C00361,47,26051,3,55.2,49.9,31.1,1,1,0,0,0
C00362,62,97087,1,77.7,63.2,74.4,2,1,0,1,1
C00363,53,60260,1,68.5,59.5,45.6,2,1,1,0,1
C00364,30,69073,1,51.8,69.1,49.1,2,0,0,0,0
C00365,56,52239,2,53.3,33.1,26.5,1,1,1,0,0
C00366,41,85718,2,46.7,20.9,34.4,5,0,1,1,0
C00367,56,26882,3,50.4,67.4,43.1,2,0,0,0,0
C00368,26,70079,2,25.1,51.1,47.6,3,0,1,1,0
C00369,19,65070,2,53.3,39.7,25.1,3,1,1,1,1
C00370,20,27300,3,37.7,15.7,44.0,1,1,0,0,0
C00371,64,18817,3,50.2,26.0,23.2,2,0,1,0,1
C00372,21,63246,2,58.8,49.5,9.2,3,0,0,0,0
C00373,62,31273,2,55.0,45.3,26.0,5,0,1,0,1
C00374,52,70010,2,50.2,10.8,45.0,2,0,1,0,0
C00375,24,84000,1,89.8,74.9,60.3,3,1,1,0,0
C00376,58,26995,1,68.5,62.6,53.6,1,1,0,0,0
C00377,24,22871,3,67.4,60.3,35.7,2,1,0,1,0
C00378,24,58174,2,44.5,43.1,35.3,5,1,0,1,0
C00379,45,47037,2,47.5,33.0,42.5,3,1,1,0,0
C00380,31,29468,3,59.0,54.9,15.7,4,0,1,1,0
C00381,31,39374,2,37.6,45.3,33.8,2,1,1,1,0
C00382,27,16837,3,25.0,59.9,36.5,1,1,1,0,0
C00383,46,24553,3,52.4,41.2,18.6,5,0,1,0,0
C00384,19,50394,2,41.9,42.1,18.5,1,0,0,0,0
C00385,29,45645,2,26.9,35.7,30.6,5,1,1,1,1
C00386,44,32670,3,52.5,43.9,35.1,3,1,0,0,0
C00387,40,19686,3,66.5,65.5,35.1,4,0,0,0,0
C00388,50,26957,3,20.6,32.5,28.3,3,0,0,0,0
C00389,28,81359,1,61.6,55.4,50.1,5,0,0,1,1
C00390,48,15270,3,6.9,26.8,30.3,1,1,0,1,0
C00391,53,33512,2,39.0,9.0,38.6,2,0,0,0,0
C00392,36,80238,1,82.2,64.1,54.9,1,0,0,1,0
C00393,30,74764,2,40.1,45.6,8.4,2,0,0,0,0
C00394,44,57240,2,46.3,38.3,42.5,2,0,0,0,0
C00395,45,45487,1,69.5,35.1,40.1,4,0,1,1,0
C00396,22,15000,2,19.3,44.6,41.3,2,0,0,0,0
C00397,44,29581,3,46.1,44.0,49.2,3,0,1,0,0
C00398,25,48797,2,46.0,26.7,25.9,5,0,1,0,1
C00399,44,64265,2,72.9,19.7,46.3,4,0,0,0,0
C00400,61,38991,2,26.5,36.2,20.0,1,0,1,0,0
C00401,43,54377,2,39.3,49.8,36.5,1,0,1,0,1
C00402,53,30288,3,31.1,46.2,32.1,2,1,1,0,0
C00403,32,22203,3,29.5,26.8,35.6,5,0,1,1,1
C00404,61,71478,1,64.6,33.6,41.6,1,1,1,0,0
C00405,56,25157,3,45.4,53.3,40.2,3,1,1,1,0
C00406,61,28391,3,36.7,22.4,54.0,1,0,0,0,0
C00407,52,49820,2,37.2,40.9,23.3,4,1,0,0,0
C00408,48,31087,3,36.6,60.1,37.3,1,1,1,0,0
C00409,42,70761,1,58.6,70.6,65.2,2,0,1,1,1
C00410,61,16697,3,26.0,57.3,31.4,2,0,1,1,0
C00411,57,74712,2,41.1,64.3,51.3,5,1,1,0,0
C00412,37,42442,2,39.6,36.7,29.8,5,0,1,0,0
C00413,22,68631,1,76.4,57.0,55.8,3,1,0,0,0
C00414,18,24588,3,47.3,55.5,23.1,3,1,0,0,1
C00415,28,81343,1,80.7,52.7,39.7,1,1,0,0,0
C00416,20,72266,1,63.8,55.7,67.6,1,0,0,1,1
C00417,27,79651,1,63.3,68.6,54.5,3,1,0,0,0
C00418,23,24751,3,77.4,47.1,27.4,1,0,0,1,1
C00419,64,83496,1,67.4,76.8,68.7,1,0,1,0,0
C00420,22,15000,3,29.2,26.8,40.5,5,0,0,1,0
